Labels	APTMethylS_Br15_1M_1MHz_0	
451.171880	1.80000000E+1	
451.660160	2.30000000E+1	
452.148440	1.00000000E+1	
452.636720	1.70000000E+1	
453.12500	1.70000000E+1	
453.613280	1.40000000E+1	
454.101560	1.10000000E+1	
454.589840	2.20000000E+1	
455.078130	1.50000000E+1	
455.566410	2.00000000E+1	
456.054690	1.40000000E+1	
456.54300	1.80000000E+1	
457.031250	2.50000000E+1	
457.519530	1.30000000E+1	
458.007810	2.10000000E+1	
458.496090	2.10000000E+1	
458.984380	1.80000000E+1	
459.472660	1.90000000E+1	
459.960940	1.30000000E+1	
460.449220	2.50000000E+1	
460.937500	1.50000000E+1	
461.425780	1.50000000E+1	
461.914060	2.50000000E+1	
462.402340	1.30000000E+1	
462.890630	1.20000000E+1	
463.378910	1.50000000E+1	
463.867190	1.60000000E+1	
464.355470	9.00000000E+0	
464.843750	1.10000000E+1	
465.33200	1.90000000E+1	
465.820310	1.70000000E+1	
466.308590	2.30000000E+1	
466.796880	2.20000000E+1	
467.285160	1.30000000E+1	
467.773440	1.50000000E+1	
468.261720	1.60000000E+1	
468.7500	1.20000000E+1	
469.238280	2.50000000E+1	
469.726560	1.90000000E+1	
470.214840	2.90000000E+1	
470.703130	1.60000000E+1	
471.191410	1.80000000E+1	
471.679690	2.70000000E+1	
472.16800	2.40000000E+1	
472.656250	1.60000000E+1	
473.144530	1.40000000E+1	
473.632810	1.90000000E+1	
474.121090	2.20000000E+1	
474.609380	1.10000000E+1	
475.097660	1.60000000E+1	
475.585940	2.30000000E+1	
476.074220	1.10000000E+1	
476.562500	1.00000000E+1	
477.050780	1.20000000E+1	
477.539060	1.30000000E+1	
478.027340	1.90000000E+1	
478.515630	1.50000000E+1	
479.003910	2.10000000E+1	
479.492190	1.00000000E+1	
479.980470	2.40000000E+1	
480.468750	2.00000000E+1	
480.95700	2.20000000E+1	
481.445310	2.20000000E+1	
481.933590	2.00000000E+1	
482.421880	2.30000000E+1	
482.910160	1.30000000E+1	
483.398440	1.50000000E+1	
483.886720	1.80000000E+1	
484.37500	1.40000000E+1	
484.863280	1.30000000E+1	
485.351560	1.80000000E+1	
485.839840	2.40000000E+1	
486.328130	1.10000000E+1	
486.816410	1.90000000E+1	
487.304690	1.10000000E+1	
487.79300	1.40000000E+1	
488.281250	2.00000000E+1	
488.769530	1.40000000E+1	
489.257810	1.50000000E+1	
489.746090	1.10000000E+1	
490.234380	1.70000000E+1	
490.722660	1.60000000E+1	
491.210940	1.00000000E+1	
491.699220	2.20000000E+1	
492.187500	2.00000000E+1	
492.675780	2.30000000E+1	
493.164060	2.30000000E+1	
493.652340	1.30000000E+1	
494.140630	1.60000000E+1	
494.628910	1.60000000E+1	
495.117190	1.10000000E+1	
495.605470	1.70000000E+1	
496.093750	2.00000000E+1	
496.58200	1.60000000E+1	
497.070310	1.40000000E+1	
497.558590	1.60000000E+1	
498.046880	1.10000000E+1	
498.535160	2.50000000E+1	
499.023440	2.30000000E+1	
499.511720	1.60000000E+1	
500.00	2.90000000E+1	
500.488280	2.00000000E+1	
500.976560	1.60000000E+1	
501.464840	1.30000000E+1	
501.953130	1.20000000E+1	
502.441410	1.40000000E+1	
502.929690	2.10000000E+1	
503.41800	2.10000000E+1	
503.906250	2.00000000E+1	
504.394530	1.50000000E+1	
504.882810	2.30000000E+1	
505.371090	1.80000000E+1	
505.859380	1.70000000E+1	
506.347660	1.20000000E+1	
506.835940	1.80000000E+1	
507.324220	1.70000000E+1	
507.812500	1.60000000E+1	
508.300780	1.60000000E+1	
508.789060	1.90000000E+1	
509.277340	2.10000000E+1	
509.765630	1.50000000E+1	
510.253910	1.20000000E+1	
510.742190	1.40000000E+1	
511.230470	1.70000000E+1	
511.718750	2.10000000E+1	
512.20700	1.30000000E+1	
512.695310	2.20000000E+1	
513.183590	1.50000000E+1	
513.671880	2.10000000E+1	
514.160160	1.90000000E+1	
514.648440	1.80000000E+1	
515.136720	8.00000000E+0	
515.62500	1.80000000E+1	
516.113280	1.30000000E+1	
516.601560	1.60000000E+1	
517.089840	1.90000000E+1	
517.578130	1.70000000E+1	
518.066410	1.50000000E+1	
518.554690	1.30000000E+1	
519.04300	1.50000000E+1	
519.531250	1.50000000E+1	
520.019530	1.80000000E+1	
520.507810	1.50000000E+1	
520.996090	1.60000000E+1	
521.484380	2.20000000E+1	
521.972660	1.70000000E+1	
522.460940	1.90000000E+1	
522.949220	1.20000000E+1	
523.437500	1.40000000E+1	
523.925780	2.40000000E+1	
524.414060	1.80000000E+1	
524.902340	1.70000000E+1	
525.390630	1.70000000E+1	
525.878910	1.20000000E+1	
526.367190	1.60000000E+1	
526.855470	1.30000000E+1	
527.343750	1.70000000E+1	
527.83200	1.20000000E+1	
528.320310	2.40000000E+1	
528.808590	1.60000000E+1	
529.296880	9.00000000E+0	
529.785160	2.00000000E+1	
530.273440	7.00000000E+0	
530.761720	2.50000000E+1	
531.2500	1.10000000E+1	
531.738280	1.40000000E+1	
532.226560	1.60000000E+1	
532.714840	1.90000000E+1	
533.203130	1.50000000E+1	
533.691410	1.40000000E+1	
534.179690	1.40000000E+1	
534.66800	1.80000000E+1	
535.156250	1.30000000E+1	
535.644530	1.70000000E+1	
536.132810	1.20000000E+1	
536.621090	1.80000000E+1	
537.109380	1.30000000E+1	
537.597660	1.60000000E+1	
538.085940	1.90000000E+1	
538.574220	1.90000000E+1	
539.062500	1.30000000E+1	
539.550780	2.10000000E+1	
540.039060	1.90000000E+1	
540.527340	3.00000000E+1	
541.015630	1.70000000E+1	
541.503910	1.10000000E+1	
541.992190	1.60000000E+1	
542.480470	1.10000000E+1	
542.968750	1.70000000E+1	
543.45700	2.10000000E+1	
543.945310	1.10000000E+1	
544.433590	1.40000000E+1	
544.921880	1.20000000E+1	
545.410160	2.10000000E+1	
545.898440	1.90000000E+1	
546.386720	1.90000000E+1	
546.87500	2.30000000E+1	
547.363280	1.50000000E+1	
547.851560	1.20000000E+1	
548.339840	1.00000000E+1	
548.828130	9.00000000E+0	
549.316410	1.60000000E+1	
549.804690	2.30000000E+1	
550.29300	1.10000000E+1	
550.781250	1.80000000E+1	
551.269530	1.40000000E+1	
551.757810	1.00000000E+1	
552.246090	2.00000000E+1	
552.734380	1.80000000E+1	
553.222660	9.00000000E+0	
553.710940	1.30000000E+1	
554.199220	7.00000000E+0	
554.687500	2.10000000E+1	
555.175780	1.30000000E+1	
555.664060	1.30000000E+1	
556.152340	1.50000000E+1	
556.640630	1.70000000E+1	
557.128910	1.40000000E+1	
557.617190	1.40000000E+1	
558.105470	1.00000000E+1	
558.593750	2.00000000E+1	
559.08200	1.70000000E+1	
559.570310	1.00000000E+1	
560.058590	1.60000000E+1	
560.546880	1.40000000E+1	
561.035160	2.00000000E+1	
561.523440	1.40000000E+1	
562.011720	1.70000000E+1	
562.500	1.80000000E+1	
562.988280	1.40000000E+1	
563.476560	1.20000000E+1	
563.964840	1.90000000E+1	
564.453130	1.00000000E+1	
564.941410	1.20000000E+1	
565.429690	1.40000000E+1	
565.91800	2.10000000E+1	
566.406250	1.90000000E+1	
566.894530	1.30000000E+1	
567.382810	2.30000000E+1	
567.871090	1.20000000E+1	
568.359380	1.60000000E+1	
568.847660	2.40000000E+1	
569.335940	1.00000000E+1	
569.824220	2.50000000E+1	
570.312500	1.90000000E+1	
570.800780	1.30000000E+1	
571.289060	2.00000000E+1	
571.777340	1.90000000E+1	
572.265630	1.20000000E+1	
572.753910	1.20000000E+1	
573.242190	2.00000000E+1	
573.730470	1.00000000E+1	
574.218750	9.00000000E+0	
574.70700	1.70000000E+1	
575.195310	1.50000000E+1	
575.683590	1.20000000E+1	
576.171880	1.50000000E+1	
576.660160	2.30000000E+1	
577.148440	1.20000000E+1	
577.636720	1.60000000E+1	
578.12500	1.40000000E+1	
578.613280	1.80000000E+1	
579.101560	2.00000000E+1	
579.589840	1.20000000E+1	
580.078130	1.20000000E+1	
580.566410	7.00000000E+0	
581.054690	1.10000000E+1	
581.54300	2.30000000E+1	
582.031250	1.60000000E+1	
582.519530	1.40000000E+1	
583.007810	2.00000000E+1	
583.496090	1.30000000E+1	
583.984380	1.60000000E+1	
584.472660	1.10000000E+1	
584.960940	1.50000000E+1	
585.449220	8.00000000E+0	
585.937500	1.90000000E+1	
586.425780	2.00000000E+1	
586.914060	2.20000000E+1	
587.402340	1.90000000E+1	
587.890630	1.50000000E+1	
588.378910	1.60000000E+1	
588.867190	1.80000000E+1	
589.355470	1.00000000E+1	
589.843750	2.30000000E+1	
590.33200	1.40000000E+1	
590.820310	1.80000000E+1	
591.308590	1.10000000E+1	
591.796880	2.30000000E+1	
592.285160	1.50000000E+1	
592.773440	1.40000000E+1	
593.261720	1.80000000E+1	
593.7500	2.20000000E+1	
594.238280	1.30000000E+1	
594.726560	1.90000000E+1	
595.214840	2.40000000E+1	
595.703130	1.90000000E+1	
596.191410	1.00000000E+1	
596.679690	1.40000000E+1	
597.16800	2.20000000E+1	
597.656250	2.10000000E+1	
598.144530	1.20000000E+1	
598.632810	1.80000000E+1	
599.121090	1.10000000E+1	
599.609380	1.30000000E+1	
600.097660	1.80000000E+1	
600.585940	1.30000000E+1	
601.074220	1.30000000E+1	
601.562500	1.60000000E+1	
602.050780	1.70000000E+1	
602.539060	1.60000000E+1	
603.027340	1.30000000E+1	
603.515630	1.50000000E+1	
604.003910	1.20000000E+1	
604.492190	1.20000000E+1	
604.980470	1.30000000E+1	
605.468750	1.80000000E+1	
605.95700	1.80000000E+1	
606.445310	1.30000000E+1	
606.933590	1.30000000E+1	
607.421880	1.20000000E+1	
607.910160	1.20000000E+1	
608.398440	9.00000000E+0	
608.886720	1.20000000E+1	
609.37500	1.70000000E+1	
609.863280	1.50000000E+1	
610.351560	1.10000000E+1	
610.839840	1.80000000E+1	
611.328130	1.00000000E+1	
611.816410	1.10000000E+1	
612.304690	1.40000000E+1	
612.79300	1.20000000E+1	
613.281250	1.80000000E+1	
613.769530	1.60000000E+1	
614.257810	1.70000000E+1	
614.746090	1.30000000E+1	
615.234380	2.20000000E+1	
615.722660	1.90000000E+1	
616.210940	1.10000000E+1	
616.699220	1.70000000E+1	
617.187500	1.20000000E+1	
617.675780	9.00000000E+0	
618.164060	1.70000000E+1	
618.652340	1.70000000E+1	
619.140630	7.00000000E+0	
619.628910	1.50000000E+1	
620.117190	1.40000000E+1	
620.605470	1.50000000E+1	
621.093750	1.80000000E+1	
621.58200	1.70000000E+1	
622.070310	1.80000000E+1	
622.558590	1.00000000E+1	
623.046880	1.80000000E+1	
623.535160	1.30000000E+1	
624.023440	1.40000000E+1	
624.511720	2.00000000E+1	
625.00	1.90000000E+1	
625.488280	1.80000000E+1	
625.976560	1.30000000E+1	
626.464840	1.50000000E+1	
626.953130	1.30000000E+1	
627.441410	1.00000000E+1	
627.929690	1.70000000E+1	
628.41800	2.30000000E+1	
628.906250	2.10000000E+1	
629.394530	1.60000000E+1	
629.882810	1.40000000E+1	
630.371090	1.40000000E+1	
630.859380	1.90000000E+1	
631.347660	1.00000000E+1	
631.835940	2.10000000E+1	
632.324220	1.50000000E+1	
632.812500	1.40000000E+1	
633.300780	1.50000000E+1	
633.789060	5.00000000E+0	
634.277340	1.20000000E+1	
634.765630	1.60000000E+1	
635.253910	1.10000000E+1	
635.742190	2.10000000E+1	
636.230470	9.00000000E+0	
636.718750	1.00000000E+1	
637.20700	2.00000000E+1	
637.695310	1.20000000E+1	
638.183590	2.80000000E+1	
638.671880	1.70000000E+1	
639.160160	1.20000000E+1	
639.648440	1.90000000E+1	
640.136720	1.80000000E+1	
640.62500	1.20000000E+1	
641.113280	9.00000000E+0	
641.601560	1.70000000E+1	
642.089840	1.00000000E+1	
642.578130	1.30000000E+1	
643.066410	1.50000000E+1	
643.554690	1.20000000E+1	
644.04300	1.30000000E+1	
644.531250	1.60000000E+1	
645.019530	1.00000000E+1	
645.507810	2.10000000E+1	
645.996090	1.40000000E+1	
646.484380	7.00000000E+0	
646.972660	1.60000000E+1	
647.460940	2.00000000E+1	
647.949220	1.70000000E+1	
648.437500	1.10000000E+1	
648.925780	1.30000000E+1	
649.414060	1.40000000E+1	
649.902340	2.00000000E+1	
650.390630	7.00000000E+0	
650.878910	6.00000000E+0	
651.367190	1.70000000E+1	
651.855470	1.30000000E+1	
652.343750	1.90000000E+1	
652.83200	1.30000000E+1	
653.320310	8.00000000E+0	
653.808590	1.30000000E+1	
654.296880	2.00000000E+1	
654.785160	1.70000000E+1	
655.273440	1.70000000E+1	
655.761720	1.70000000E+1	
656.2500	2.00000000E+1	
656.738280	1.20000000E+1	
657.226560	1.60000000E+1	
657.714840	1.90000000E+1	
658.203130	9.00000000E+0	
658.691410	2.20000000E+1	
659.179690	1.50000000E+1	
659.66800	1.40000000E+1	
660.156250	1.50000000E+1	
660.644530	1.80000000E+1	
661.132810	1.50000000E+1	
661.621090	1.30000000E+1	
662.109380	9.00000000E+0	
662.597660	1.00000000E+1	
663.085940	2.10000000E+1	
663.574220	1.20000000E+1	
664.062500	7.00000000E+0	
664.550780	7.00000000E+0	
665.039060	3.00000000E+0	
665.527340	1.60000000E+1	
666.015630	1.40000000E+1	
666.503910	9.00000000E+0	
666.992190	1.50000000E+1	
667.480470	1.60000000E+1	
667.968750	1.40000000E+1	
668.45700	1.30000000E+1	
668.945310	2.10000000E+1	
669.433590	1.40000000E+1	
669.921880	1.10000000E+1	
670.410160	1.40000000E+1	
670.898440	2.00000000E+1	
671.386720	1.50000000E+1	
671.87500	1.50000000E+1	
672.363280	1.30000000E+1	
672.851560	1.80000000E+1	
673.339840	8.00000000E+0	
673.828130	1.60000000E+1	
674.316410	1.20000000E+1	
674.804690	1.80000000E+1	
675.29300	1.30000000E+1	
675.781250	9.00000000E+0	
676.269530	1.80000000E+1	
676.757810	1.50000000E+1	
677.246090	1.00000000E+1	
677.734380	1.10000000E+1	
678.222660	1.60000000E+1	
678.710940	1.60000000E+1	
679.199220	1.70000000E+1	
679.687500	9.00000000E+0	
680.175780	1.60000000E+1	
680.664060	9.00000000E+0	
681.152340	1.20000000E+1	
681.640630	1.60000000E+1	
682.128910	1.70000000E+1	
682.617190	2.00000000E+1	
683.105470	1.30000000E+1	
683.593750	1.60000000E+1	
684.08200	1.70000000E+1	
684.570310	1.40000000E+1	
685.058590	1.40000000E+1	
685.546880	2.00000000E+1	
686.035160	5.00000000E+0	
686.523440	1.40000000E+1	
687.011720	1.90000000E+1	
687.500	1.40000000E+1	
687.988280	9.00000000E+0	
688.476560	1.00000000E+1	
688.964840	1.70000000E+1	
689.453130	9.00000000E+0	
689.941410	1.20000000E+1	
690.429690	1.20000000E+1	
690.91800	1.40000000E+1	
691.406250	1.20000000E+1	
691.894530	2.30000000E+1	
692.382810	1.50000000E+1	
692.871090	7.00000000E+0	
693.359380	1.40000000E+1	
693.847660	1.40000000E+1	
694.335940	1.50000000E+1	
694.824220	1.80000000E+1	
695.312500	1.10000000E+1	
695.800780	1.30000000E+1	
696.289060	1.60000000E+1	
696.777340	5.00000000E+0	
697.265630	1.30000000E+1	
697.753910	8.00000000E+0	
698.242190	1.30000000E+1	
698.730470	1.50000000E+1	
699.218750	1.00000000E+1	
699.70700	6.00000000E+0	
700.195310	1.20000000E+1	
700.683590	1.20000000E+1	
701.171880	1.80000000E+1	
701.660160	2.20000000E+1	
702.148440	1.00000000E+1	
702.636720	1.30000000E+1	
703.12500	1.00000000E+1	
703.613280	1.50000000E+1	
704.101560	1.00000000E+1	
704.589840	1.10000000E+1	
705.078130	1.50000000E+1	
705.566410	1.70000000E+1	
706.054690	1.10000000E+1	
706.54300	1.30000000E+1	
707.031250	1.40000000E+1	
707.519530	1.20000000E+1	
708.007810	8.00000000E+0	
708.496090	1.10000000E+1	
708.984380	1.20000000E+1	
709.472660	1.00000000E+1	
709.960940	1.70000000E+1	
710.449220	7.00000000E+0	
710.937500	8.00000000E+0	
711.425780	1.10000000E+1	
711.914060	1.10000000E+1	
712.402340	1.30000000E+1	
712.890630	1.70000000E+1	
713.378910	6.00000000E+0	
713.867190	1.10000000E+1	
714.355470	1.60000000E+1	
714.843750	8.00000000E+0	
715.33200	1.50000000E+1	
715.820310	1.40000000E+1	
716.308590	1.50000000E+1	
716.796880	2.70000000E+1	
717.285160	1.50000000E+1	
717.773440	1.80000000E+1	
718.261720	2.00000000E+1	
718.7500	9.00000000E+0	
719.238280	1.60000000E+1	
719.726560	1.30000000E+1	
720.214840	1.20000000E+1	
720.703130	1.20000000E+1	
721.191410	1.60000000E+1	
721.679690	1.20000000E+1	
722.16800	9.00000000E+0	
722.656250	1.20000000E+1	
723.144530	2.30000000E+1	
723.632810	1.10000000E+1	
724.121090	1.50000000E+1	
724.609380	1.40000000E+1	
725.097660	1.20000000E+1	
725.585940	1.20000000E+1	
726.074220	1.30000000E+1	
726.562500	1.20000000E+1	
727.050780	1.50000000E+1	
727.539060	9.00000000E+0	
728.027340	1.50000000E+1	
728.515630	1.50000000E+1	
729.003910	1.40000000E+1	
729.492190	1.10000000E+1	
729.980470	1.60000000E+1	
730.468750	1.50000000E+1	
730.95700	1.40000000E+1	
731.445310	1.60000000E+1	
731.933590	1.20000000E+1	
732.421880	1.20000000E+1	
732.910160	9.00000000E+0	
733.398440	1.10000000E+1	
733.886720	1.30000000E+1	
734.37500	1.30000000E+1	
734.863280	5.00000000E+0	
735.351560	1.90000000E+1	
735.839840	1.80000000E+1	
736.328130	1.20000000E+1	
736.816410	1.40000000E+1	
737.304690	1.80000000E+1	
737.79300	1.70000000E+1	
738.281250	8.00000000E+0	
738.769530	9.00000000E+0	
739.257810	1.30000000E+1	
739.746090	1.20000000E+1	
740.234380	8.00000000E+0	
740.722660	1.20000000E+1	
741.210940	1.30000000E+1	
741.699220	1.60000000E+1	
742.187500	1.40000000E+1	
742.675780	1.30000000E+1	
743.164060	1.20000000E+1	
743.652340	1.70000000E+1	
744.140630	1.00000000E+1	
744.628910	1.20000000E+1	
745.117190	1.50000000E+1	
745.605470	8.00000000E+0	
746.093750	1.30000000E+1	
746.58200	1.20000000E+1	
747.070310	1.40000000E+1	
747.558590	1.50000000E+1	
748.046880	1.00000000E+1	
748.535160	1.70000000E+1	
749.023440	9.00000000E+0	
749.511720	1.60000000E+1	
750.00	1.50000000E+1	
750.488280	1.10000000E+1	
750.976560	8.00000000E+0	
751.464840	8.00000000E+0	
751.953130	1.10000000E+1	
752.441410	1.30000000E+1	
752.929690	1.20000000E+1	
753.41800	9.00000000E+0	
753.906250	1.40000000E+1	
754.394530	1.30000000E+1	
754.882810	1.50000000E+1	
755.371090	9.00000000E+0	
755.859380	8.00000000E+0	
756.347660	1.10000000E+1	
756.835940	1.60000000E+1	
757.324220	1.50000000E+1	
757.812500	6.00000000E+0	
758.300780	1.60000000E+1	
758.789060	1.60000000E+1	
759.277340	1.40000000E+1	
759.765630	1.70000000E+1	
760.253910	9.00000000E+0	
760.742190	1.20000000E+1	
761.230470	1.60000000E+1	
761.718750	1.30000000E+1	
762.20700	1.50000000E+1	
762.695310	1.20000000E+1	
763.183590	1.20000000E+1	
763.671880	1.50000000E+1	
764.160160	1.50000000E+1	
764.648440	1.00000000E+1	
765.136720	1.40000000E+1	
765.62500	1.60000000E+1	
766.113280	7.00000000E+0	
766.601560	1.50000000E+1	
767.089840	7.00000000E+0	
767.578130	1.10000000E+1	
768.066410	1.40000000E+1	
768.554690	1.30000000E+1	
769.04300	2.20000000E+1	
769.531250	1.20000000E+1	
770.019530	1.60000000E+1	
770.507810	8.00000000E+0	
770.996090	1.60000000E+1	
771.484380	1.70000000E+1	
771.972660	1.20000000E+1	
772.460940	1.50000000E+1	
772.949220	1.60000000E+1	
773.437500	1.30000000E+1	
773.925780	1.20000000E+1	
774.414060	9.00000000E+0	
774.902340	1.40000000E+1	
775.390630	1.20000000E+1	
775.878910	1.60000000E+1	
776.367190	1.40000000E+1	
776.855470	1.90000000E+1	
777.343750	9.00000000E+0	
777.83200	1.70000000E+1	
778.320310	7.00000000E+0	
778.808590	1.30000000E+1	
779.296880	9.00000000E+0	
779.785160	6.00000000E+0	
780.273440	1.30000000E+1	
780.761720	1.70000000E+1	
781.2500	1.10000000E+1	
781.738280	8.00000000E+0	
782.226560	1.30000000E+1	
782.714840	1.50000000E+1	
783.203130	1.50000000E+1	
783.691410	1.40000000E+1	
784.179690	1.20000000E+1	
784.66800	1.90000000E+1	
785.156250	1.90000000E+1	
785.644530	1.30000000E+1	
786.132810	1.10000000E+1	
786.621090	1.30000000E+1	
787.109380	8.00000000E+0	
787.597660	1.40000000E+1	
788.085940	1.20000000E+1	
788.574220	8.00000000E+0	
789.062500	1.80000000E+1	
789.550780	1.30000000E+1	
790.039060	1.20000000E+1	
790.527340	1.00000000E+1	
791.015630	6.00000000E+0	
791.503910	1.30000000E+1	
791.992190	1.30000000E+1	
792.480470	1.50000000E+1	
792.968750	1.30000000E+1	
793.45700	1.30000000E+1	
793.945310	1.40000000E+1	
794.433590	1.80000000E+1	
794.921880	1.50000000E+1	
795.410160	1.30000000E+1	
795.898440	2.20000000E+1	
796.386720	2.10000000E+1	
796.87500	1.40000000E+1	
797.363280	7.00000000E+0	
797.851560	1.10000000E+1	
798.339840	1.50000000E+1	
798.828130	1.60000000E+1	
799.316410	1.50000000E+1	
799.804690	6.00000000E+0	
800.29300	1.20000000E+1	
800.781250	9.00000000E+0	
801.269530	1.30000000E+1	
801.757810	1.50000000E+1	
802.246090	1.70000000E+1	
802.734380	8.00000000E+0	
803.222660	1.70000000E+1	
803.710940	5.00000000E+0	
804.199220	1.00000000E+1	
804.687500	1.40000000E+1	
805.175780	1.00000000E+1	
805.664060	1.60000000E+1	
806.152340	1.20000000E+1	
806.640630	1.40000000E+1	
807.128910	4.00000000E+0	
807.617190	1.20000000E+1	
808.105470	1.20000000E+1	
808.593750	1.40000000E+1	
809.08200	1.80000000E+1	
809.570310	9.00000000E+0	
810.058590	1.30000000E+1	
810.546880	1.00000000E+1	
811.035160	1.30000000E+1	
811.523440	1.80000000E+1	
812.011720	1.10000000E+1	
812.500	9.00000000E+0	
812.988280	1.10000000E+1	
813.476560	1.30000000E+1	
813.964840	1.00000000E+1	
814.453130	7.00000000E+0	
814.941410	1.30000000E+1	
815.429690	1.30000000E+1	
815.91800	1.00000000E+1	
816.406250	1.20000000E+1	
816.894530	1.10000000E+1	
817.382810	8.00000000E+0	
817.871090	1.60000000E+1	
818.359380	1.40000000E+1	
818.847660	9.00000000E+0	
819.335940	1.10000000E+1	
819.824220	8.00000000E+0	
820.312500	1.50000000E+1	
820.800780	1.00000000E+1	
821.289060	1.60000000E+1	
821.777340	1.20000000E+1	
822.265630	1.00000000E+1	
822.753910	1.60000000E+1	
823.242190	1.80000000E+1	
823.730470	1.90000000E+1	
824.218750	1.30000000E+1	
824.70700	9.00000000E+0	
825.195310	1.30000000E+1	
825.683590	1.10000000E+1	
826.171880	1.20000000E+1	
826.660160	9.00000000E+0	
827.148440	1.60000000E+1	
827.636720	1.70000000E+1	
828.12500	1.00000000E+1	
828.613280	1.00000000E+1	
829.101560	1.20000000E+1	
829.589840	1.30000000E+1	
830.078130	1.50000000E+1	
830.566410	1.80000000E+1	
831.054690	1.30000000E+1	
831.54300	1.90000000E+1	
832.031250	1.40000000E+1	
832.519530	1.90000000E+1	
833.007810	1.50000000E+1	
833.496090	1.40000000E+1	
833.984380	1.00000000E+1	
834.472660	5.00000000E+0	
834.960940	1.30000000E+1	
835.449220	8.00000000E+0	
835.937500	1.30000000E+1	
836.425780	1.00000000E+1	
836.914060	1.10000000E+1	
837.402340	1.70000000E+1	
837.890630	1.60000000E+1	
838.378910	9.00000000E+0	
838.867190	1.30000000E+1	
839.355470	1.30000000E+1	
839.843750	1.10000000E+1	
840.33200	1.00000000E+1	
840.820310	1.50000000E+1	
841.308590	1.40000000E+1	
841.796880	7.00000000E+0	
842.285160	1.10000000E+1	
842.773440	1.10000000E+1	
843.261720	1.90000000E+1	
843.7500	9.00000000E+0	
844.238280	1.40000000E+1	
844.726560	9.00000000E+0	
845.214840	1.90000000E+1	
845.703130	1.60000000E+1	
846.191410	1.00000000E+1	
846.679690	1.40000000E+1	
847.16800	6.00000000E+0	
847.656250	1.10000000E+1	
848.144530	1.10000000E+1	
848.632810	6.00000000E+0	
849.121090	1.20000000E+1	
849.609380	2.10000000E+1	
850.097660	1.40000000E+1	
850.585940	1.10000000E+1	
851.074220	2.00000000E+1	
851.562500	9.00000000E+0	
852.050780	1.40000000E+1	
852.539060	8.00000000E+0	
853.027340	9.00000000E+0	
853.515630	1.80000000E+1	
854.003910	6.00000000E+0	
854.492190	1.40000000E+1	
854.980470	1.40000000E+1	
855.468750	1.10000000E+1	
855.95700	1.50000000E+1	
856.445310	1.10000000E+1	
856.933590	1.50000000E+1	
857.421880	8.00000000E+0	
857.910160	1.10000000E+1	
858.398440	7.00000000E+0	
858.886720	1.70000000E+1	
859.37500	1.30000000E+1	
859.863280	1.30000000E+1	
860.351560	1.10000000E+1	
860.839840	1.50000000E+1	
861.328130	1.70000000E+1	
861.816410	1.40000000E+1	
862.304690	1.30000000E+1	
862.79300	1.30000000E+1	
863.281250	1.30000000E+1	
863.769530	1.20000000E+1	
864.257810	1.30000000E+1	
864.746090	1.40000000E+1	
865.234380	1.10000000E+1	
865.722660	1.10000000E+1	
866.210940	7.00000000E+0	
866.699220	1.10000000E+1	
867.187500	1.20000000E+1	
867.675780	1.00000000E+1	
868.164060	1.50000000E+1	
868.652340	1.20000000E+1	
869.140630	1.00000000E+1	
869.628910	7.00000000E+0	
870.117190	1.30000000E+1	
870.605470	1.00000000E+1	
871.093750	1.40000000E+1	
871.58200	8.00000000E+0	
872.070310	8.00000000E+0	
872.558590	1.30000000E+1	
873.046880	1.00000000E+1	
873.535160	1.20000000E+1	
874.023440	1.30000000E+1	
874.511720	1.20000000E+1	
875.00	6.00000000E+0	
875.488280	7.00000000E+0	
875.976560	1.20000000E+1	
876.464840	1.20000000E+1	
876.953130	1.20000000E+1	
877.441410	4.00000000E+0	
877.929690	1.60000000E+1	
878.41800	1.40000000E+1	
878.906250	9.00000000E+0	
879.394530	1.00000000E+1	
879.882810	1.00000000E+1	
880.371090	1.00000000E+1	
880.859380	5.00000000E+0	
881.347660	1.10000000E+1	
881.835940	9.00000000E+0	
882.324220	1.40000000E+1	
882.812500	1.20000000E+1	
883.300780	9.00000000E+0	
883.789060	8.00000000E+0	
884.277340	1.90000000E+1	
884.765630	1.30000000E+1	
885.253910	1.20000000E+1	
885.742190	1.50000000E+1	
886.230470	1.10000000E+1	
886.718750	1.50000000E+1	
887.20700	1.80000000E+1	
887.695310	5.00000000E+0	
888.183590	1.50000000E+1	
888.671880	1.00000000E+1	
889.160160	1.00000000E+1	
889.648440	7.00000000E+0	
890.136720	7.00000000E+0	
890.62500	9.00000000E+0	
891.113280	1.20000000E+1	
891.601560	1.00000000E+1	
892.089840	1.30000000E+1	
892.578130	1.50000000E+1	
893.066410	6.00000000E+0	
893.554690	1.10000000E+1	
894.04300	1.30000000E+1	
894.531250	6.00000000E+0	
895.019530	1.00000000E+1	
895.507810	1.60000000E+1	
895.996090	1.40000000E+1	
896.484380	3.00000000E+0	
896.972660	9.00000000E+0	
897.460940	1.80000000E+1	
897.949220	1.10000000E+1	
898.437500	1.00000000E+1	
898.925780	1.00000000E+1	
899.414060	7.00000000E+0	
899.902340	1.20000000E+1	
900.390630	9.00000000E+0	
900.878910	1.20000000E+1	
901.367190	1.10000000E+1	
901.855470	1.50000000E+1	
902.343750	1.10000000E+1	
902.83200	1.60000000E+1	
903.320310	1.40000000E+1	
903.808590	2.00000000E+1	
904.296880	1.20000000E+1	
904.785160	1.40000000E+1	
905.273440	9.00000000E+0	
905.761720	6.00000000E+0	
