Labels	Br15_1M_1MHz_0	
Type	Time Scan	
Comment		
Start	0.00	
Stop	999.511720	
Step	0.48828125	
Fixed/Offset	 	
XAxis	Time(ns)	
YAxis	Counts	

446.289060	9.00000000E+0	
446.777340	1.10000000E+1	
447.265630	1.30000000E+1	
447.753910	1.10000000E+1	
448.242190	1.90000000E+1	
448.730470	1.20000000E+1	
449.218750	1.50000000E+1	
449.70700	1.20000000E+1	
450.195310	1.10000000E+1	
450.683590	9.00000000E+0	
451.171880	1.10000000E+1	
451.660160	1.00000000E+1	
452.148440	1.40000000E+1	
452.636720	1.10000000E+1	
453.12500	1.00000000E+1	
453.613280	1.90000000E+1	
454.101560	8.00000000E+0	
454.589840	1.10000000E+1	
455.078130	7.00000000E+0	
455.566410	1.30000000E+1	
456.054690	2.00000000E+1	
456.54300	1.10000000E+1	
457.031250	9.00000000E+0	
457.519530	8.00000000E+0	
458.007810	1.10000000E+1	
458.496090	7.00000000E+0	
458.984380	1.20000000E+1	
459.472660	9.00000000E+0	
459.960940	1.00000000E+1	
460.449220	1.20000000E+1	
460.937500	1.60000000E+1	
461.425780	9.00000000E+0	
461.914060	1.50000000E+1	
462.402340	1.30000000E+1	
462.890630	1.50000000E+1	
463.378910	1.00000000E+1	
463.867190	1.60000000E+1	
464.355470	1.50000000E+1	
464.843750	5.00000000E+0	
465.33200	5.00000000E+0	
465.820310	1.50000000E+1	
466.308590	1.40000000E+1	
466.796880	9.00000000E+0	
467.285160	1.30000000E+1	
467.773440	8.00000000E+0	
468.261720	1.20000000E+1	
468.7500	1.10000000E+1	
469.238280	1.30000000E+1	
469.726560	9.00000000E+0	
470.214840	1.90000000E+1	
470.703130	1.10000000E+1	
471.191410	8.00000000E+0	
471.679690	1.30000000E+1	
472.16800	1.50000000E+1	
472.656250	1.10000000E+1	
473.144530	1.00000000E+1	
473.632810	1.50000000E+1	
474.121090	1.60000000E+1	
474.609380	6.00000000E+0	
475.097660	9.00000000E+0	
475.585940	1.00000000E+1	
476.074220	1.30000000E+1	
476.562500	1.30000000E+1	
477.050780	8.00000000E+0	
477.539060	1.30000000E+1	
478.027340	8.00000000E+0	
478.515630	1.60000000E+1	
479.003910	1.70000000E+1	
479.492190	9.00000000E+0	
479.980470	1.50000000E+1	
480.468750	1.70000000E+1	
480.95700	1.40000000E+1	
481.445310	1.30000000E+1	
481.933590	1.10000000E+1	
482.421880	1.10000000E+1	
482.910160	1.00000000E+1	
483.398440	1.00000000E+1	
483.886720	1.10000000E+1	
484.37500	1.10000000E+1	
484.863280	1.10000000E+1	
485.351560	1.20000000E+1	
485.839840	1.50000000E+1	
486.328130	9.00000000E+0	
486.816410	1.80000000E+1	
487.304690	1.20000000E+1	
487.79300	1.00000000E+1	
488.281250	1.50000000E+1	
488.769530	1.60000000E+1	
489.257810	1.70000000E+1	
489.746090	1.50000000E+1	
490.234380	1.00000000E+1	
490.722660	1.00000000E+1	
491.210940	2.10000000E+1	
491.699220	1.80000000E+1	
492.187500	1.40000000E+1	
492.675780	8.00000000E+0	
493.164060	1.60000000E+1	
493.652340	6.00000000E+0	
494.140630	2.10000000E+1	
494.628910	1.10000000E+1	
495.117190	8.00000000E+0	
495.605470	1.30000000E+1	
496.093750	1.00000000E+1	
496.58200	1.00000000E+1	
497.070310	1.60000000E+1	
497.558590	1.00000000E+1	
498.046880	9.00000000E+0	
498.535160	1.40000000E+1	
499.023440	9.00000000E+0	
499.511720	1.90000000E+1	
500.00	1.20000000E+1	
500.488280	8.00000000E+0	
500.976560	1.20000000E+1	
501.464840	1.20000000E+1	
501.953130	9.00000000E+0	
502.441410	1.30000000E+1	
502.929690	1.30000000E+1	
503.41800	7.00000000E+0	
503.906250	2.00000000E+1	
504.394530	1.00000000E+1	
504.882810	7.00000000E+0	
505.371090	1.00000000E+1	
505.859380	1.40000000E+1	
506.347660	9.00000000E+0	
506.835940	1.60000000E+1	
507.324220	1.10000000E+1	
507.812500	1.10000000E+1	
508.300780	5.00000000E+0	
508.789060	1.40000000E+1	
509.277340	1.40000000E+1	
509.765630	1.60000000E+1	
510.253910	1.50000000E+1	
510.742190	1.10000000E+1	
511.230470	1.20000000E+1	
511.718750	1.60000000E+1	
512.20700	9.00000000E+0	
512.695310	1.20000000E+1	
513.183590	1.30000000E+1	
513.671880	6.00000000E+0	
514.160160	9.00000000E+0	
514.648440	1.40000000E+1	
515.136720	9.00000000E+0	
515.62500	1.10000000E+1	
516.113280	1.10000000E+1	
516.601560	9.00000000E+0	
517.089840	1.40000000E+1	
517.578130	7.00000000E+0	
518.066410	7.00000000E+0	
518.554690	1.10000000E+1	
519.04300	6.00000000E+0	
519.531250	1.50000000E+1	
520.019530	1.10000000E+1	
520.507810	8.00000000E+0	
520.996090	1.70000000E+1	
521.484380	1.00000000E+1	
521.972660	1.00000000E+1	
522.460940	1.20000000E+1	
522.949220	1.10000000E+1	
523.437500	1.00000000E+1	
523.925780	8.00000000E+0	
524.414060	4.00000000E+0	
524.902340	1.40000000E+1	
525.390630	9.00000000E+0	
525.878910	1.60000000E+1	
526.367190	9.00000000E+0	
526.855470	8.00000000E+0	
527.343750	9.00000000E+0	
527.83200	1.00000000E+1	
528.320310	1.10000000E+1	
528.808590	1.00000000E+1	
529.296880	9.00000000E+0	
529.785160	8.00000000E+0	
530.273440	8.00000000E+0	
530.761720	5.00000000E+0	
531.2500	1.10000000E+1	
531.738280	1.10000000E+1	
532.226560	1.70000000E+1	
532.714840	1.40000000E+1	
533.203130	1.00000000E+1	
533.691410	2.10000000E+1	
534.179690	2.00000000E+1	
534.66800	8.00000000E+0	
535.156250	1.10000000E+1	
535.644530	1.10000000E+1	
536.132810	1.00000000E+1	
536.621090	1.50000000E+1	
537.109380	9.00000000E+0	
537.597660	1.50000000E+1	
538.085940	1.60000000E+1	
538.574220	7.00000000E+0	
539.062500	1.00000000E+1	
539.550780	1.10000000E+1	
540.039060	7.00000000E+0	
540.527340	8.00000000E+0	
541.015630	1.10000000E+1	
541.503910	1.60000000E+1	
541.992190	7.00000000E+0	
542.480470	1.00000000E+1	
542.968750	3.00000000E+0	
543.45700	8.00000000E+0	
543.945310	9.00000000E+0	
544.433590	1.40000000E+1	
544.921880	1.80000000E+1	
545.410160	1.20000000E+1	
545.898440	1.00000000E+1	
546.386720	1.00000000E+1	
546.87500	1.30000000E+1	
547.363280	1.20000000E+1	
547.851560	8.00000000E+0	
548.339840	8.00000000E+0	
548.828130	1.30000000E+1	
549.316410	8.00000000E+0	
549.804690	9.00000000E+0	
550.29300	1.30000000E+1	
550.781250	9.00000000E+0	
551.269530	8.00000000E+0	
551.757810	8.00000000E+0	
552.246090	1.30000000E+1	
552.734380	1.00000000E+1	
553.222660	1.30000000E+1	
553.710940	8.00000000E+0	
554.199220	1.00000000E+1	
554.687500	6.00000000E+0	
555.175780	7.00000000E+0	
555.664060	1.20000000E+1	
556.152340	1.10000000E+1	
556.640630	7.00000000E+0	
557.128910	1.00000000E+1	
557.617190	1.10000000E+1	
558.105470	7.00000000E+0	
558.593750	1.40000000E+1	
559.08200	9.00000000E+0	
559.570310	1.10000000E+1	
560.058590	1.20000000E+1	
560.546880	1.90000000E+1	
561.035160	1.00000000E+1	
561.523440	1.40000000E+1	
562.011720	1.00000000E+1	
562.500	1.50000000E+1	
562.988280	1.10000000E+1	
563.476560	7.00000000E+0	
563.964840	6.00000000E+0	
564.453130	1.20000000E+1	
564.941410	1.40000000E+1	
565.429690	1.00000000E+1	
565.91800	1.30000000E+1	
566.406250	1.50000000E+1	
566.894530	1.20000000E+1	
567.382810	1.70000000E+1	
567.871090	1.30000000E+1	
568.359380	1.40000000E+1	
568.847660	9.00000000E+0	
569.335940	1.10000000E+1	
569.824220	7.00000000E+0	
570.312500	1.10000000E+1	
570.800780	1.00000000E+1	
571.289060	8.00000000E+0	
571.777340	1.50000000E+1	
572.265630	3.00000000E+0	
572.753910	1.00000000E+1	
573.242190	9.00000000E+0	
573.730470	8.00000000E+0	
574.218750	1.50000000E+1	
574.70700	1.10000000E+1	
575.195310	1.40000000E+1	
575.683590	9.00000000E+0	
576.171880	7.00000000E+0	
576.660160	1.10000000E+1	
577.148440	5.00000000E+0	
577.636720	5.00000000E+0	
578.12500	8.00000000E+0	
578.613280	6.00000000E+0	
579.101560	1.20000000E+1	
579.589840	1.10000000E+1	
580.078130	9.00000000E+0	
580.566410	1.20000000E+1	
581.054690	1.00000000E+1	
581.54300	8.00000000E+0	
582.031250	1.40000000E+1	
582.519530	1.60000000E+1	
583.007810	1.00000000E+1	
583.496090	1.40000000E+1	
583.984380	7.00000000E+0	
584.472660	1.30000000E+1	
584.960940	8.00000000E+0	
585.449220	1.00000000E+1	
585.937500	8.00000000E+0	
586.425780	1.20000000E+1	
586.914060	1.60000000E+1	
587.402340	5.00000000E+0	
587.890630	1.40000000E+1	
588.378910	5.00000000E+0	
588.867190	1.60000000E+1	
589.355470	1.00000000E+1	
589.843750	8.00000000E+0	
590.33200	1.00000000E+1	
590.820310	1.00000000E+1	
591.308590	9.00000000E+0	
591.796880	9.00000000E+0	
592.285160	1.40000000E+1	
592.773440	7.00000000E+0	
593.261720	1.00000000E+1	
593.7500	1.10000000E+1	
594.238280	1.40000000E+1	
594.726560	6.00000000E+0	
595.214840	7.00000000E+0	
595.703130	1.30000000E+1	
596.191410	9.00000000E+0	
596.679690	1.30000000E+1	
597.16800	1.60000000E+1	
597.656250	1.10000000E+1	
598.144530	1.30000000E+1	
598.632810	8.00000000E+0	
599.121090	6.00000000E+0	
599.609380	9.00000000E+0	
600.097660	7.00000000E+0	
600.585940	1.10000000E+1	
601.074220	1.20000000E+1	
601.562500	1.10000000E+1	
602.050780	6.00000000E+0	
602.539060	5.00000000E+0	
603.027340	7.00000000E+0	
603.515630	9.00000000E+0	
604.003910	1.30000000E+1	
604.492190	1.40000000E+1	
604.980470	2.00000000E+0	
605.468750	9.00000000E+0	
605.95700	8.00000000E+0	
606.445310	7.00000000E+0	
606.933590	8.00000000E+0	
607.421880	5.00000000E+0	
607.910160	1.00000000E+1	
608.398440	1.00000000E+1	
608.886720	8.00000000E+0	
609.37500	7.00000000E+0	
609.863280	1.30000000E+1	
610.351560	7.00000000E+0	
610.839840	1.50000000E+1	
611.328130	3.00000000E+0	
611.816410	7.00000000E+0	
612.304690	1.10000000E+1	
612.79300	1.40000000E+1	
613.281250	1.30000000E+1	
613.769530	7.00000000E+0	
614.257810	1.10000000E+1	
614.746090	1.10000000E+1	
615.234380	1.40000000E+1	
615.722660	9.00000000E+0	
616.210940	1.40000000E+1	
616.699220	9.00000000E+0	
617.187500	2.10000000E+1	
617.675780	8.00000000E+0	
618.164060	1.30000000E+1	
618.652340	1.20000000E+1	
619.140630	6.00000000E+0	
619.628910	8.00000000E+0	
620.117190	1.30000000E+1	
620.605470	7.00000000E+0	
621.093750	7.00000000E+0	
621.58200	3.00000000E+0	
622.070310	1.10000000E+1	
622.558590	1.00000000E+1	
623.046880	9.00000000E+0	
623.535160	6.00000000E+0	
624.023440	1.20000000E+1	
624.511720	1.10000000E+1	
625.00	1.00000000E+1	
625.488280	1.00000000E+1	
625.976560	1.60000000E+1	
626.464840	8.00000000E+0	
626.953130	8.00000000E+0	
627.441410	1.20000000E+1	
627.929690	9.00000000E+0	
628.41800	1.50000000E+1	
628.906250	5.00000000E+0	
629.394530	7.00000000E+0	
629.882810	1.40000000E+1	
630.371090	7.00000000E+0	
630.859380	1.20000000E+1	
631.347660	7.00000000E+0	
631.835940	5.00000000E+0	
632.324220	8.00000000E+0	
632.812500	5.00000000E+0	
633.300780	7.00000000E+0	
633.789060	2.00000000E+0	
634.277340	1.00000000E+1	
634.765630	1.00000000E+1	
635.253910	1.20000000E+1	
635.742190	9.00000000E+0	
636.230470	8.00000000E+0	
636.718750	1.30000000E+1	
637.20700	9.00000000E+0	
637.695310	1.10000000E+1	
638.183590	9.00000000E+0	
638.671880	8.00000000E+0	
639.160160	6.00000000E+0	
639.648440	1.30000000E+1	
640.136720	7.00000000E+0	
640.62500	5.00000000E+0	
641.113280	1.30000000E+1	
641.601560	1.20000000E+1	
642.089840	7.00000000E+0	
642.578130	1.00000000E+1	
643.066410	8.00000000E+0	
643.554690	4.00000000E+0	
644.04300	9.00000000E+0	
644.531250	5.00000000E+0	
645.019530	9.00000000E+0	
645.507810	4.00000000E+0	
645.996090	9.00000000E+0	
646.484380	1.00000000E+1	
646.972660	8.00000000E+0	
647.460940	9.00000000E+0	
647.949220	1.30000000E+1	
648.437500	8.00000000E+0	
648.925780	5.00000000E+0	
649.414060	1.20000000E+1	
649.902340	8.00000000E+0	
650.390630	9.00000000E+0	
650.878910	1.10000000E+1	
651.367190	1.10000000E+1	
651.855470	1.00000000E+1	
652.343750	8.00000000E+0	
652.83200	9.00000000E+0	
653.320310	1.10000000E+1	
653.808590	1.10000000E+1	
654.296880	1.00000000E+1	
654.785160	6.00000000E+0	
655.273440	1.30000000E+1	
655.761720	1.30000000E+1	
656.2500	5.00000000E+0	
656.738280	1.20000000E+1	
657.226560	9.00000000E+0	
657.714840	6.00000000E+0	
658.203130	1.20000000E+1	
658.691410	1.00000000E+1	
659.179690	7.00000000E+0	
659.66800	5.00000000E+0	
660.156250	9.00000000E+0	
660.644530	6.00000000E+0	
661.132810	5.00000000E+0	
661.621090	1.00000000E+1	
662.109380	8.00000000E+0	
662.597660	8.00000000E+0	
663.085940	1.00000000E+1	
663.574220	5.00000000E+0	
664.062500	6.00000000E+0	
664.550780	5.00000000E+0	
665.039060	1.00000000E+1	
665.527340	7.00000000E+0	
666.015630	1.10000000E+1	
666.503910	7.00000000E+0	
666.992190	1.00000000E+1	
667.480470	7.00000000E+0	
667.968750	4.00000000E+0	
668.45700	1.00000000E+1	
668.945310	9.00000000E+0	
669.433590	1.20000000E+1	
669.921880	6.00000000E+0	
670.410160	9.00000000E+0	
670.898440	8.00000000E+0	
671.386720	8.00000000E+0	
671.87500	7.00000000E+0	
672.363280	1.30000000E+1	
672.851560	5.00000000E+0	
673.339840	1.10000000E+1	
673.828130	1.10000000E+1	
674.316410	1.40000000E+1	
674.804690	5.00000000E+0	
675.29300	1.00000000E+1	
675.781250	1.20000000E+1	
676.269530	9.00000000E+0	
676.757810	6.00000000E+0	
677.246090	8.00000000E+0	
677.734380	1.00000000E+1	
678.222660	1.20000000E+1	
678.710940	1.30000000E+1	
679.199220	8.00000000E+0	
679.687500	9.00000000E+0	
680.175780	6.00000000E+0	
680.664060	7.00000000E+0	
681.152340	2.00000000E+0	
681.640630	8.00000000E+0	
682.128910	6.00000000E+0	
682.617190	1.00000000E+1	
683.105470	9.00000000E+0	
683.593750	1.30000000E+1	
684.08200	1.00000000E+1	
684.570310	6.00000000E+0	
685.058590	1.70000000E+1	
685.546880	1.50000000E+1	
686.035160	1.30000000E+1	
686.523440	1.00000000E+1	
687.011720	1.30000000E+1	
687.500	1.30000000E+1	
687.988280	7.00000000E+0	
688.476560	6.00000000E+0	
688.964840	6.00000000E+0	
689.453130	2.00000000E+0	
689.941410	1.20000000E+1	
690.429690	1.00000000E+1	
690.91800	8.00000000E+0	
691.406250	7.00000000E+0	
691.894530	1.00000000E+1	
692.382810	1.10000000E+1	
692.871090	1.00000000E+1	
693.359380	3.00000000E+0	
693.847660	3.00000000E+0	
694.335940	8.00000000E+0	
694.824220	6.00000000E+0	
695.312500	8.00000000E+0	
695.800780	4.00000000E+0	
696.289060	8.00000000E+0	
696.777340	5.00000000E+0	
697.265630	7.00000000E+0	
697.753910	8.00000000E+0	
698.242190	7.00000000E+0	
698.730470	5.00000000E+0	
699.218750	9.00000000E+0	
699.70700	1.00000000E+1	
700.195310	3.00000000E+0	
700.683590	6.00000000E+0	
701.171880	9.00000000E+0	
701.660160	2.00000000E+0	
702.148440	1.10000000E+1	
702.636720	8.00000000E+0	
703.12500	8.00000000E+0	
703.613280	5.00000000E+0	
704.101560	6.00000000E+0	
704.589840	7.00000000E+0	
705.078130	6.00000000E+0	
705.566410	1.00000000E+1	
706.054690	5.00000000E+0	
706.54300	8.00000000E+0	
707.031250	1.10000000E+1	
707.519530	8.00000000E+0	
708.007810	7.00000000E+0	
708.496090	6.00000000E+0	
708.984380	1.40000000E+1	
709.472660	8.00000000E+0	
709.960940	7.00000000E+0	
710.449220	1.20000000E+1	
710.937500	1.30000000E+1	
711.425780	1.60000000E+1	
711.914060	4.00000000E+0	
712.402340	9.00000000E+0	
712.890630	6.00000000E+0	
713.378910	6.00000000E+0	
713.867190	7.00000000E+0	
714.355470	1.00000000E+1	
714.843750	1.30000000E+1	
715.33200	3.00000000E+0	
715.820310	1.10000000E+1	
716.308590	3.00000000E+0	
716.796880	6.00000000E+0	
717.285160	9.00000000E+0	
717.773440	1.00000000E+1	
718.261720	7.00000000E+0	
718.7500	7.00000000E+0	
719.238280	9.00000000E+0	
719.726560	5.00000000E+0	
720.214840	6.00000000E+0	
720.703130	5.00000000E+0	
721.191410	8.00000000E+0	
721.679690	6.00000000E+0	
722.16800	1.40000000E+1	
722.656250	7.00000000E+0	
723.144530	5.00000000E+0	
723.632810	9.00000000E+0	
724.121090	6.00000000E+0	
724.609380	8.00000000E+0	
725.097660	6.00000000E+0	
725.585940	9.00000000E+0	
726.074220	1.10000000E+1	
726.562500	9.00000000E+0	
727.050780	6.00000000E+0	
727.539060	1.00000000E+1	
728.027340	4.00000000E+0	
728.515630	1.30000000E+1	
729.003910	1.00000000E+1	
729.492190	1.10000000E+1	
729.980470	7.00000000E+0	
730.468750	4.00000000E+0	
730.95700	7.00000000E+0	
731.445310	9.00000000E+0	
731.933590	5.00000000E+0	
732.421880	7.00000000E+0	
732.910160	8.00000000E+0	
733.398440	8.00000000E+0	
733.886720	8.00000000E+0	
734.37500	7.00000000E+0	
734.863280	9.00000000E+0	
735.351560	7.00000000E+0	
735.839840	7.00000000E+0	
736.328130	7.00000000E+0	
736.816410	7.00000000E+0	
737.304690	8.00000000E+0	
737.79300	8.00000000E+0	
738.281250	4.00000000E+0	
738.769530	5.00000000E+0	
739.257810	8.00000000E+0	
739.746090	8.00000000E+0	
740.234380	1.20000000E+1	
740.722660	5.00000000E+0	
741.210940	4.00000000E+0	
741.699220	8.00000000E+0	
742.187500	8.00000000E+0	
742.675780	6.00000000E+0	
743.164060	6.00000000E+0	
743.652340	8.00000000E+0	
744.140630	6.00000000E+0	
744.628910	5.00000000E+0	
745.117190	4.00000000E+0	
745.605470	1.00000000E+1	
746.093750	7.00000000E+0	
746.58200	5.00000000E+0	
747.070310	9.00000000E+0	
747.558590	3.00000000E+0	
748.046880	8.00000000E+0	
748.535160	9.00000000E+0	
749.023440	9.00000000E+0	
749.511720	9.00000000E+0	
750.00	2.00000000E+0	
750.488280	5.00000000E+0	
750.976560	5.00000000E+0	
751.464840	8.00000000E+0	
751.953130	6.00000000E+0	
752.441410	7.00000000E+0	
752.929690	1.20000000E+1	
753.41800	6.00000000E+0	
753.906250	6.00000000E+0	
754.394530	3.00000000E+0	
754.882810	5.00000000E+0	
755.371090	8.00000000E+0	
755.859380	5.00000000E+0	
756.347660	9.00000000E+0	
756.835940	1.00000000E+1	
757.324220	1.00000000E+1	
757.812500	5.00000000E+0	
758.300780	4.00000000E+0	
758.789060	9.00000000E+0	
759.277340	2.00000000E+0	
759.765630	5.00000000E+0	
760.253910	7.00000000E+0	
760.742190	4.00000000E+0	
761.230470	3.00000000E+0	
761.718750	7.00000000E+0	
762.20700	8.00000000E+0	
762.695310	7.00000000E+0	
763.183590	6.00000000E+0	
763.671880	5.00000000E+0	
764.160160	7.00000000E+0	
764.648440	6.00000000E+0	
765.136720	4.00000000E+0	
765.62500	1.10000000E+1	
766.113280	7.00000000E+0	
766.601560	5.00000000E+0	
767.089840	8.00000000E+0	
767.578130	6.00000000E+0	
768.066410	1.00000000E+1	
768.554690	1.20000000E+1	
769.04300	5.00000000E+0	
769.531250	4.00000000E+0	
770.019530	1.00000000E+1	
770.507810	1.30000000E+1	
770.996090	6.00000000E+0	
771.484380	4.00000000E+0	
771.972660	6.00000000E+0	
772.460940	8.00000000E+0	
772.949220	4.00000000E+0	
773.437500	8.00000000E+0	
773.925780	1.00000000E+1	
774.414060	7.00000000E+0	
774.902340	1.10000000E+1	
775.390630	5.00000000E+0	
775.878910	8.00000000E+0	
776.367190	9.00000000E+0	
776.855470	8.00000000E+0	
777.343750	9.00000000E+0	
777.83200	3.00000000E+0	
778.320310	5.00000000E+0	
778.808590	5.00000000E+0	
779.296880	1.10000000E+1	
779.785160	7.00000000E+0	
780.273440	1.10000000E+1	
780.761720	3.00000000E+0	
781.2500	6.00000000E+0	
781.738280	9.00000000E+0	
782.226560	4.00000000E+0	
782.714840	5.00000000E+0	
783.203130	7.00000000E+0	
783.691410	4.00000000E+0	
784.179690	1.50000000E+1	
784.66800	5.00000000E+0	
785.156250	2.00000000E+0	
785.644530	4.00000000E+0	
786.132810	1.00000000E+1	
786.621090	1.00000000E+1	
787.109380	8.00000000E+0	
787.597660	1.00000000E+1	
788.085940	0.00000000E+0	
788.574220	6.00000000E+0	
789.062500	1.00000000E+1	
789.550780	7.00000000E+0	
790.039060	5.00000000E+0	
790.527340	8.00000000E+0	
791.015630	6.00000000E+0	
791.503910	8.00000000E+0	
791.992190	8.00000000E+0	
792.480470	6.00000000E+0	
792.968750	5.00000000E+0	
793.45700	5.00000000E+0	
793.945310	9.00000000E+0	
794.433590	1.00000000E+1	
794.921880	8.00000000E+0	
795.410160	5.00000000E+0	
795.898440	3.00000000E+0	
796.386720	1.00000000E+0	
796.87500	6.00000000E+0	
797.363280	3.00000000E+0	
797.851560	4.00000000E+0	
798.339840	8.00000000E+0	
798.828130	9.00000000E+0	
799.316410	4.00000000E+0	
799.804690	6.00000000E+0	
800.29300	5.00000000E+0	
800.781250	7.00000000E+0	
801.269530	4.00000000E+0	
801.757810	4.00000000E+0	
802.246090	1.10000000E+1	
802.734380	9.00000000E+0	
803.222660	7.00000000E+0	
803.710940	3.00000000E+0	
804.199220	5.00000000E+0	
804.687500	7.00000000E+0	
805.175780	5.00000000E+0	
805.664060	7.00000000E+0	
806.152340	6.00000000E+0	
806.640630	6.00000000E+0	
807.128910	3.00000000E+0	
807.617190	7.00000000E+0	
808.105470	5.00000000E+0	
808.593750	6.00000000E+0	
809.08200	1.10000000E+1	
809.570310	4.00000000E+0	
810.058590	7.00000000E+0	
810.546880	8.00000000E+0	
811.035160	8.00000000E+0	
811.523440	4.00000000E+0	
812.011720	6.00000000E+0	
812.500	3.00000000E+0	
812.988280	1.00000000E+1	
813.476560	9.00000000E+0	
813.964840	7.00000000E+0	
814.453130	3.00000000E+0	
814.941410	7.00000000E+0	
815.429690	6.00000000E+0	
815.91800	8.00000000E+0	
816.406250	4.00000000E+0	
816.894530	6.00000000E+0	
817.382810	5.00000000E+0	
817.871090	5.00000000E+0	
818.359380	1.10000000E+1	
818.847660	6.00000000E+0	
819.335940	6.00000000E+0	
819.824220	7.00000000E+0	
820.312500	5.00000000E+0	
820.800780	5.00000000E+0	
821.289060	4.00000000E+0	
821.777340	4.00000000E+0	
822.265630	8.00000000E+0	
822.753910	8.00000000E+0	
823.242190	6.00000000E+0	
823.730470	5.00000000E+0	
824.218750	6.00000000E+0	
824.70700	1.00000000E+1	
825.195310	7.00000000E+0	
825.683590	1.00000000E+1	
826.171880	7.00000000E+0	
826.660160	4.00000000E+0	
827.148440	7.00000000E+0	
827.636720	7.00000000E+0	
828.12500	8.00000000E+0	
828.613280	3.00000000E+0	
829.101560	8.00000000E+0	
829.589840	9.00000000E+0	
830.078130	3.00000000E+0	
830.566410	6.00000000E+0	
831.054690	5.00000000E+0	
831.54300	9.00000000E+0	
832.031250	6.00000000E+0	
832.519530	2.00000000E+0	
833.007810	5.00000000E+0	
833.496090	1.20000000E+1	
833.984380	5.00000000E+0	
834.472660	7.00000000E+0	
834.960940	7.00000000E+0	
835.449220	1.20000000E+1	
835.937500	5.00000000E+0	
836.425780	5.00000000E+0	
836.914060	9.00000000E+0	
837.402340	5.00000000E+0	
837.890630	1.00000000E+1	
838.378910	6.00000000E+0	
838.867190	7.00000000E+0	
839.355470	8.00000000E+0	
839.843750	6.00000000E+0	
840.33200	3.00000000E+0	
840.820310	8.00000000E+0	
841.308590	1.00000000E+0	
841.796880	1.10000000E+1	
842.285160	9.00000000E+0	
842.773440	8.00000000E+0	
843.261720	1.00000000E+1	
843.7500	7.00000000E+0	
844.238280	5.00000000E+0	
844.726560	6.00000000E+0	
845.214840	3.00000000E+0	
845.703130	3.00000000E+0	
846.191410	3.00000000E+0	
846.679690	3.00000000E+0	
847.16800	7.00000000E+0	
847.656250	9.00000000E+0	
848.144530	7.00000000E+0	
848.632810	6.00000000E+0	
849.121090	7.00000000E+0	
849.609380	4.00000000E+0	
850.097660	5.00000000E+0	
850.585940	3.00000000E+0	
851.074220	4.00000000E+0	
851.562500	1.00000000E+1	
852.050780	3.00000000E+0	
852.539060	5.00000000E+0	
853.027340	6.00000000E+0	
853.515630	9.00000000E+0	
854.003910	4.00000000E+0	
854.492190	7.00000000E+0	
854.980470	5.00000000E+0	
855.468750	3.00000000E+0	
855.95700	1.10000000E+1	
856.445310	5.00000000E+0	
856.933590	3.00000000E+0	
857.421880	7.00000000E+0	
857.910160	5.00000000E+0	
858.398440	1.00000000E+1	
858.886720	3.00000000E+0	
859.37500	7.00000000E+0	
859.863280	9.00000000E+0	
860.351560	7.00000000E+0	
860.839840	7.00000000E+0	
861.328130	7.00000000E+0	
861.816410	5.00000000E+0	
862.304690	1.00000000E+1	
862.79300	6.00000000E+0	
863.281250	7.00000000E+0	
863.769530	5.00000000E+0	
864.257810	8.00000000E+0	
864.746090	4.00000000E+0	
865.234380	7.00000000E+0	
865.722660	7.00000000E+0	
866.210940	3.00000000E+0	
866.699220	5.00000000E+0	
867.187500	6.00000000E+0	
867.675780	7.00000000E+0	
868.164060	7.00000000E+0	
868.652340	6.00000000E+0	
869.140630	2.00000000E+0	
869.628910	4.00000000E+0	
870.117190	4.00000000E+0	
870.605470	5.00000000E+0	
871.093750	7.00000000E+0	
871.58200	3.00000000E+0	
872.070310	6.00000000E+0	
872.558590	8.00000000E+0	
873.046880	6.00000000E+0	
873.535160	6.00000000E+0	
874.023440	2.00000000E+0	
874.511720	5.00000000E+0	
875.00	7.00000000E+0	
875.488280	1.00000000E+1	
875.976560	4.00000000E+0	
876.464840	8.00000000E+0	
876.953130	1.00000000E+0	
877.441410	5.00000000E+0	
877.929690	5.00000000E+0	
878.41800	2.00000000E+0	
878.906250	2.00000000E+0	
879.394530	4.00000000E+0	
879.882810	5.00000000E+0	
880.371090	5.00000000E+0	
880.859380	8.00000000E+0	
881.347660	9.00000000E+0	
881.835940	5.00000000E+0	
882.324220	4.00000000E+0	
882.812500	5.00000000E+0	
883.300780	8.00000000E+0	
883.789060	1.00000000E+0	
884.277340	4.00000000E+0	
884.765630	8.00000000E+0	
885.253910	5.00000000E+0	
885.742190	4.00000000E+0	
886.230470	6.00000000E+0	
886.718750	4.00000000E+0	
887.20700	6.00000000E+0	
887.695310	4.00000000E+0	
888.183590	5.00000000E+0	
888.671880	7.00000000E+0	
889.160160	7.00000000E+0	
889.648440	6.00000000E+0	
890.136720	7.00000000E+0	
890.62500	6.00000000E+0	
891.113280	9.00000000E+0	
891.601560	6.00000000E+0	
892.089840	1.30000000E+1	
892.578130	7.00000000E+0	
893.066410	3.00000000E+0	
893.554690	6.00000000E+0	
894.04300	5.00000000E+0	
894.531250	6.00000000E+0	
895.019530	7.00000000E+0	
895.507810	9.00000000E+0	
895.996090	5.00000000E+0	
896.484380	5.00000000E+0	
896.972660	6.00000000E+0	
897.460940	5.00000000E+0	
897.949220	3.00000000E+0	
898.437500	3.00000000E+0	
